,level_0,index,MIA_MHI,BOS_MHI,PHO_MHI,NY_MHI,SEA_MHI,LA_MHI,HOU_MHI,CHI_MHI
0,0,1997-01-31,30000.0,25227.0,30746.0,27667.0,37030.0,31123.0,29643.0,29711.0
1,289,1997-01-31,30000.0,25227.0,30746.0,27667.0,37030.0,31123.0,29643.0,29711.0
2,1,1997-02-28,30000.0,25227.0,30746.0,27667.0,37030.0,31123.0,29643.0,29711.0
3,290,1997-02-28,30000.0,25227.0,30746.0,27667.0,37030.0,31123.0,29643.0,29711.0
4,2,1997-03-31,30000.0,25227.0,30746.0,27667.0,37030.0,31123.0,29643.0,29711.0
5,291,1997-03-31,30000.0,25227.0,30746.0,27667.0,37030.0,31123.0,29643.0,29711.0
6,3,1997-04-30,30000.0,25227.0,30746.0,27667.0,37030.0,31123.0,29643.0,29711.0
7,292,1997-04-30,30000.0,25227.0,30746.0,27667.0,37030.0,31123.0,29643.0,29711.0
8,4,1997-05-31,30000.0,25227.0,30746.0,27667.0,37030.0,31123.0,29643.0,29711.0
9,293,1997-05-31,30000.0,25227.0,30746.0,27667.0,37030.0,31123.0,29643.0,29711.0
10,294,1997-06-30,30000.0,25227.0,30746.0,27667.0,37030.0,31123.0,29643.0,29711.0
11,5,1997-06-30,30000.0,25227.0,30746.0,27667.0,37030.0,31123.0,29643.0,29711.0
12,295,1997-07-31,30000.0,25227.0,30746.0,27667.0,37030.0,31123.0,29643.0,29711.0
13,6,1997-07-31,30000.0,25227.0,30746.0,27667.0,37030.0,31123.0,29643.0,29711.0
14,296,1997-08-31,30000.0,25227.0,30746.0,27667.0,37030.0,31123.0,29643.0,29711.0
15,7,1997-08-31,30000.0,25227.0,30746.0,27667.0,37030.0,31123.0,29643.0,29711.0
16,297,1997-09-30,30000.0,25227.0,30746.0,27667.0,37030.0,31123.0,29643.0,29711.0
17,8,1997-09-30,30000.0,25227.0,30746.0,27667.0,37030.0,31123.0,29643.0,29711.0
18,298,1997-10-31,30000.0,25227.0,30746.0,27667.0,37030.0,31123.0,29643.0,29711.0
19,9,1997-10-31,30000.0,25227.0,30746.0,27667.0,37030.0,31123.0,29643.0,29711.0
20,299,1997-11-30,30000.0,25227.0,30746.0,27667.0,37030.0,31123.0,29643.0,29711.0
21,10,1997-11-30,30000.0,25227.0,30746.0,27667.0,37030.0,31123.0,29643.0,29711.0
22,300,1997-12-31,30000.0,25227.0,30746.0,27667.0,37030.0,31123.0,29643.0,29711.0
23,11,1997-12-31,30000.0,25227.0,30746.0,27667.0,37030.0,31123.0,29643.0,29711.0
24,12,1998-01-31,30669.0,26456.0,31538.5,28740.75,37855.0,31514.5,30857.25,30676.5
25,301,1998-01-31,30669.0,26456.0,31538.5,28740.75,37855.0,31514.5,30857.25,30676.5
26,302,1998-02-28,30669.0,26456.0,31538.5,28740.75,37855.0,31514.5,30857.25,30676.5
27,13,1998-02-28,30669.0,26456.0,31538.5,28740.75,37855.0,31514.5,30857.25,30676.5
28,14,1998-03-31,30669.0,26456.0,31538.5,28740.75,37855.0,31514.5,30857.25,30676.5
29,303,1998-03-31,30669.0,26456.0,31538.5,28740.75,37855.0,31514.5,30857.25,30676.5
30,15,1998-04-30,30669.0,26456.0,31538.5,28740.75,37855.0,31514.5,30857.25,30676.5
31,304,1998-04-30,30669.0,26456.0,31538.5,28740.75,37855.0,31514.5,30857.25,30676.5
32,16,1998-05-31,30669.0,26456.0,31538.5,28740.75,37855.0,31514.5,30857.25,30676.5
33,305,1998-05-31,30669.0,26456.0,31538.5,28740.75,37855.0,31514.5,30857.25,30676.5
34,17,1998-06-30,30669.0,26456.0,31538.5,28740.75,37855.0,31514.5,30857.25,30676.5
35,306,1998-06-30,30669.0,26456.0,31538.5,28740.75,37855.0,31514.5,30857.25,30676.5
36,307,1998-07-31,30669.0,26456.0,31538.5,28740.75,37855.0,31514.5,30857.25,30676.5
37,18,1998-07-31,30669.0,26456.0,31538.5,28740.75,37855.0,31514.5,30857.25,30676.5
38,308,1998-08-31,30669.0,26456.0,31538.5,28740.75,37855.0,31514.5,30857.25,30676.5
39,19,1998-08-31,30669.0,26456.0,31538.5,28740.75,37855.0,31514.5,30857.25,30676.5
40,309,1998-09-30,30669.0,26456.0,31538.5,28740.75,37855.0,31514.5,30857.25,30676.5
41,20,1998-09-30,30669.0,26456.0,31538.5,28740.75,37855.0,31514.5,30857.25,30676.5
42,21,1998-10-31,30669.0,26456.0,31538.5,28740.75,37855.0,31514.5,30857.25,30676.5
43,310,1998-10-31,30669.0,26456.0,31538.5,28740.75,37855.0,31514.5,30857.25,30676.5
44,311,1998-11-30,30669.0,26456.0,31538.5,28740.75,37855.0,31514.5,30857.25,30676.5
45,22,1998-11-30,30669.0,26456.0,31538.5,28740.75,37855.0,31514.5,30857.25,30676.5
46,312,1998-12-31,30669.0,26456.0,31538.5,28740.75,37855.0,31514.5,30857.25,30676.5
47,23,1998-12-31,30669.0,26456.0,31538.5,28740.75,37855.0,31514.5,30857.25,30676.5
48,313,1999-01-31,30669.0,26456.0,31538.5,28740.75,37855.0,31514.5,30857.25,30676.5
49,24,1999-01-31,32287.0,27685.0,32331.0,29814.5,38680.0,31906.0,32071.5,31642.0
50,25,1999-02-28,32287.0,27685.0,32331.0,29814.5,38680.0,31906.0,32071.5,31642.0
51,314,1999-02-28,32287.0,27685.0,32331.0,29814.5,38680.0,31906.0,32071.5,31642.0
52,315,1999-03-31,32287.0,27685.0,32331.0,29814.5,38680.0,31906.0,32071.5,31642.0
53,26,1999-03-31,32287.0,27685.0,32331.0,29814.5,38680.0,31906.0,32071.5,31642.0
54,27,1999-04-30,32287.0,27685.0,32331.0,29814.5,38680.0,31906.0,32071.5,31642.0
55,316,1999-04-30,32287.0,27685.0,32331.0,29814.5,38680.0,31906.0,32071.5,31642.0
56,28,1999-05-31,32287.0,27685.0,32331.0,29814.5,38680.0,31906.0,32071.5,31642.0
57,317,1999-05-31,32287.0,27685.0,32331.0,29814.5,38680.0,31906.0,32071.5,31642.0
58,29,1999-06-30,32287.0,27685.0,32331.0,29814.5,38680.0,31906.0,32071.5,31642.0
59,318,1999-06-30,32287.0,27685.0,32331.0,29814.5,38680.0,31906.0,32071.5,31642.0
60,30,1999-07-31,32287.0,27685.0,32331.0,29814.5,38680.0,31906.0,32071.5,31642.0
61,319,1999-07-31,32287.0,27685.0,32331.0,29814.5,38680.0,31906.0,32071.5,31642.0
62,320,1999-08-31,32287.0,27685.0,32331.0,29814.5,38680.0,31906.0,32071.5,31642.0
63,31,1999-08-31,32287.0,27685.0,32331.0,29814.5,38680.0,31906.0,32071.5,31642.0
64,321,1999-09-30,32287.0,27685.0,32331.0,29814.5,38680.0,31906.0,32071.5,31642.0
65,32,1999-09-30,32287.0,27685.0,32331.0,29814.5,38680.0,31906.0,32071.5,31642.0
66,33,1999-10-31,32287.0,27685.0,32331.0,29814.5,38680.0,31906.0,32071.5,31642.0
67,322,1999-10-31,32287.0,27685.0,32331.0,29814.5,38680.0,31906.0,32071.5,31642.0
68,323,1999-11-30,32287.0,27685.0,32331.0,29814.5,38680.0,31906.0,32071.5,31642.0
69,34,1999-11-30,32287.0,27685.0,32331.0,29814.5,38680.0,31906.0,32071.5,31642.0
70,324,1999-12-31,32287.0,27685.0,32331.0,29814.5,38680.0,31906.0,32071.5,31642.0
71,35,1999-12-31,32287.0,27685.0,32331.0,29814.5,38680.0,31906.0,32071.5,31642.0
72,325,2000-01-31,32287.0,27685.0,32331.0,29814.5,38680.0,31906.0,32071.5,31642.0
73,36,2000-01-31,33228.0,28914.0,33123.5,30888.25,39505.0,32297.5,33285.75,32607.5
74,326,2000-02-29,33228.0,28914.0,33123.5,30888.25,39505.0,32297.5,33285.75,32607.5
75,37,2000-02-29,33228.0,28914.0,33123.5,30888.25,39505.0,32297.5,33285.75,32607.5
76,327,2000-03-31,33228.0,28914.0,33123.5,30888.25,39505.0,32297.5,33285.75,32607.5
77,38,2000-03-31,33228.0,28914.0,33123.5,30888.25,39505.0,32297.5,33285.75,32607.5
78,328,2000-04-30,33228.0,28914.0,33123.5,30888.25,39505.0,32297.5,33285.75,32607.5
79,39,2000-04-30,33228.0,28914.0,33123.5,30888.25,39505.0,32297.5,33285.75,32607.5
80,40,2000-05-31,33228.0,28914.0,33123.5,30888.25,39505.0,32297.5,33285.75,32607.5
81,329,2000-05-31,33228.0,28914.0,33123.5,30888.25,39505.0,32297.5,33285.75,32607.5
82,330,2000-06-30,33228.0,28914.0,33123.5,30888.25,39505.0,32297.5,33285.75,32607.5
83,41,2000-06-30,33228.0,28914.0,33123.5,30888.25,39505.0,32297.5,33285.75,32607.5
84,42,2000-07-31,33228.0,28914.0,33123.5,30888.25,39505.0,32297.5,33285.75,32607.5
85,331,2000-07-31,33228.0,28914.0,33123.5,30888.25,39505.0,32297.5,33285.75,32607.5
86,43,2000-08-31,33228.0,28914.0,33123.5,30888.25,39505.0,32297.5,33285.75,32607.5
87,332,2000-08-31,33228.0,28914.0,33123.5,30888.25,39505.0,32297.5,33285.75,32607.5
88,333,2000-09-30,33228.0,28914.0,33123.5,30888.25,39505.0,32297.5,33285.75,32607.5
89,44,2000-09-30,33228.0,28914.0,33123.5,30888.25,39505.0,32297.5,33285.75,32607.5
90,45,2000-10-31,33228.0,28914.0,33123.5,30888.25,39505.0,32297.5,33285.75,32607.5
91,334,2000-10-31,33228.0,28914.0,33123.5,30888.25,39505.0,32297.5,33285.75,32607.5
92,46,2000-11-30,33228.0,28914.0,33123.5,30888.25,39505.0,32297.5,33285.75,32607.5
93,335,2000-11-30,33228.0,28914.0,33123.5,30888.25,39505.0,32297.5,33285.75,32607.5
94,336,2000-12-31,33228.0,28914.0,33123.5,30888.25,39505.0,32297.5,33285.75,32607.5
95,47,2000-12-31,33228.0,28914.0,33123.5,30888.25,39505.0,32297.5,33285.75,32607.5
96,48,2001-01-31,32194.0,30143.0,33916.0,31962.0,40330.0,32689.0,34500.0,33573.0
97,337,2001-01-31,32194.0,30143.0,33916.0,31962.0,40330.0,32689.0,34500.0,33573.0
98,49,2001-02-28,32194.0,30143.0,33916.0,31962.0,40330.0,32689.0,34500.0,33573.0
99,338,2001-02-28,32194.0,30143.0,33916.0,31962.0,40330.0,32689.0,34500.0,33573.0
100,339,2001-03-31,32194.0,30143.0,33916.0,31962.0,40330.0,32689.0,34500.0,33573.0
101,50,2001-03-31,32194.0,30143.0,33916.0,31962.0,40330.0,32689.0,34500.0,33573.0
102,51,2001-04-30,32194.0,30143.0,33916.0,31962.0,40330.0,32689.0,34500.0,33573.0
103,340,2001-04-30,32194.0,30143.0,33916.0,31962.0,40330.0,32689.0,34500.0,33573.0
104,341,2001-05-31,32194.0,30143.0,33916.0,31962.0,40330.0,32689.0,34500.0,33573.0
105,52,2001-05-31,32194.0,30143.0,33916.0,31962.0,40330.0,32689.0,34500.0,33573.0
106,53,2001-06-30,32194.0,30143.0,33916.0,31962.0,40330.0,32689.0,34500.0,33573.0
107,342,2001-06-30,32194.0,30143.0,33916.0,31962.0,40330.0,32689.0,34500.0,33573.0
108,54,2001-07-31,32194.0,30143.0,33916.0,31962.0,40330.0,32689.0,34500.0,33573.0
109,343,2001-07-31,32194.0,30143.0,33916.0,31962.0,40330.0,32689.0,34500.0,33573.0
110,55,2001-08-31,32194.0,30143.0,33916.0,31962.0,40330.0,32689.0,34500.0,33573.0
111,344,2001-08-31,32194.0,30143.0,33916.0,31962.0,40330.0,32689.0,34500.0,33573.0
112,56,2001-09-30,32194.0,30143.0,33916.0,31962.0,40330.0,32689.0,34500.0,33573.0
113,345,2001-09-30,32194.0,30143.0,33916.0,31962.0,40330.0,32689.0,34500.0,33573.0
114,57,2001-10-31,32194.0,30143.0,33916.0,31962.0,40330.0,32689.0,34500.0,33573.0
115,346,2001-10-31,32194.0,30143.0,33916.0,31962.0,40330.0,32689.0,34500.0,33573.0
116,58,2001-11-30,32194.0,30143.0,33916.0,31962.0,40330.0,32689.0,34500.0,33573.0
117,347,2001-11-30,32194.0,30143.0,33916.0,31962.0,40330.0,32689.0,34500.0,33573.0
118,348,2001-12-31,32194.0,30143.0,33916.0,31962.0,40330.0,32689.0,34500.0,33573.0
119,59,2001-12-31,32194.0,30143.0,33916.0,31962.0,40330.0,32689.0,34500.0,33573.0
120,60,2002-01-31,31531.0,31489.5,35749.5,33183.5,42553.0,33258.5,35200.5,35698.5
121,349,2002-01-31,31531.0,31489.5,35749.5,33183.5,42553.0,33258.5,35200.5,35698.5
122,350,2002-02-28,31531.0,31489.5,35749.5,33183.5,42553.0,33258.5,35200.5,35698.5
123,61,2002-02-28,31531.0,31489.5,35749.5,33183.5,42553.0,33258.5,35200.5,35698.5
124,62,2002-03-31,31531.0,31489.5,35749.5,33183.5,42553.0,33258.5,35200.5,35698.5
125,351,2002-03-31,31531.0,31489.5,35749.5,33183.5,42553.0,33258.5,35200.5,35698.5
126,63,2002-04-30,31531.0,31489.5,35749.5,33183.5,42553.0,33258.5,35200.5,35698.5
127,352,2002-04-30,31531.0,31489.5,35749.5,33183.5,42553.0,33258.5,35200.5,35698.5
128,64,2002-05-31,31531.0,31489.5,35749.5,33183.5,42553.0,33258.5,35200.5,35698.5
129,353,2002-05-31,31531.0,31489.5,35749.5,33183.5,42553.0,33258.5,35200.5,35698.5
130,65,2002-06-30,31531.0,31489.5,35749.5,33183.5,42553.0,33258.5,35200.5,35698.5
131,354,2002-06-30,31531.0,31489.5,35749.5,33183.5,42553.0,33258.5,35200.5,35698.5
132,66,2002-07-31,31531.0,31489.5,35749.5,33183.5,42553.0,33258.5,35200.5,35698.5
133,355,2002-07-31,31531.0,31489.5,35749.5,33183.5,42553.0,33258.5,35200.5,35698.5
134,67,2002-08-31,31531.0,31489.5,35749.5,33183.5,42553.0,33258.5,35200.5,35698.5
135,356,2002-08-31,31531.0,31489.5,35749.5,33183.5,42553.0,33258.5,35200.5,35698.5
136,68,2002-09-30,31531.0,31489.5,35749.5,33183.5,42553.0,33258.5,35200.5,35698.5
137,357,2002-09-30,31531.0,31489.5,35749.5,33183.5,42553.0,33258.5,35200.5,35698.5
138,69,2002-10-31,31531.0,31489.5,35749.5,33183.5,42553.0,33258.5,35200.5,35698.5
139,358,2002-10-31,31531.0,31489.5,35749.5,33183.5,42553.0,33258.5,35200.5,35698.5
140,359,2002-11-30,31531.0,31489.5,35749.5,33183.5,42553.0,33258.5,35200.5,35698.5
141,70,2002-11-30,31531.0,31489.5,35749.5,33183.5,42553.0,33258.5,35200.5,35698.5
142,71,2002-12-31,31531.0,31489.5,35749.5,33183.5,42553.0,33258.5,35200.5,35698.5
143,360,2002-12-31,31531.0,31489.5,35749.5,33183.5,42553.0,33258.5,35200.5,35698.5
144,72,2003-01-31,33054.0,32836.0,37583.0,34405.0,44776.0,33828.0,35901.0,37824.0
145,361,2003-01-31,33054.0,32836.0,37583.0,34405.0,44776.0,33828.0,35901.0,37824.0
146,362,2003-02-28,33054.0,32836.0,37583.0,34405.0,44776.0,33828.0,35901.0,37824.0
147,73,2003-02-28,33054.0,32836.0,37583.0,34405.0,44776.0,33828.0,35901.0,37824.0
148,74,2003-03-31,33054.0,32836.0,37583.0,34405.0,44776.0,33828.0,35901.0,37824.0
149,363,2003-03-31,33054.0,32836.0,37583.0,34405.0,44776.0,33828.0,35901.0,37824.0
150,75,2003-04-30,33054.0,32836.0,37583.0,34405.0,44776.0,33828.0,35901.0,37824.0
151,364,2003-04-30,33054.0,32836.0,37583.0,34405.0,44776.0,33828.0,35901.0,37824.0
152,76,2003-05-31,33054.0,32836.0,37583.0,34405.0,44776.0,33828.0,35901.0,37824.0
153,365,2003-05-31,33054.0,32836.0,37583.0,34405.0,44776.0,33828.0,35901.0,37824.0
154,77,2003-06-30,33054.0,32836.0,37583.0,34405.0,44776.0,33828.0,35901.0,37824.0
155,366,2003-06-30,33054.0,32836.0,37583.0,34405.0,44776.0,33828.0,35901.0,37824.0
156,78,2003-07-31,33054.0,32836.0,37583.0,34405.0,44776.0,33828.0,35901.0,37824.0
157,367,2003-07-31,33054.0,32836.0,37583.0,34405.0,44776.0,33828.0,35901.0,37824.0
158,368,2003-08-31,33054.0,32836.0,37583.0,34405.0,44776.0,33828.0,35901.0,37824.0
159,79,2003-08-31,33054.0,32836.0,37583.0,34405.0,44776.0,33828.0,35901.0,37824.0
160,80,2003-09-30,33054.0,32836.0,37583.0,34405.0,44776.0,33828.0,35901.0,37824.0
161,369,2003-09-30,33054.0,32836.0,37583.0,34405.0,44776.0,33828.0,35901.0,37824.0
162,81,2003-10-31,33054.0,32836.0,37583.0,34405.0,44776.0,33828.0,35901.0,37824.0
163,370,2003-10-31,33054.0,32836.0,37583.0,34405.0,44776.0,33828.0,35901.0,37824.0
164,82,2003-11-30,33054.0,32836.0,37583.0,34405.0,44776.0,33828.0,35901.0,37824.0
165,371,2003-11-30,33054.0,32836.0,37583.0,34405.0,44776.0,33828.0,35901.0,37824.0
166,372,2003-12-31,33054.0,32836.0,37583.0,34405.0,44776.0,33828.0,35901.0,37824.0
167,83,2003-12-31,33054.0,32836.0,37583.0,34405.0,44776.0,33828.0,35901.0,37824.0
168,373,2004-01-31,33054.0,32836.0,37583.0,34405.0,44776.0,33828.0,35901.0,37824.0
169,84,2004-01-31,34682.0,34548.0,38858.5,36314.5,48038.0,35134.5,37469.0,39002.5
170,374,2004-02-29,34682.0,34548.0,38858.5,36314.5,48038.0,35134.5,37469.0,39002.5
171,85,2004-02-29,34682.0,34548.0,38858.5,36314.5,48038.0,35134.5,37469.0,39002.5
172,86,2004-03-31,34682.0,34548.0,38858.5,36314.5,48038.0,35134.5,37469.0,39002.5
173,375,2004-03-31,34682.0,34548.0,38858.5,36314.5,48038.0,35134.5,37469.0,39002.5
174,87,2004-04-30,34682.0,34548.0,38858.5,36314.5,48038.0,35134.5,37469.0,39002.5
175,376,2004-04-30,34682.0,34548.0,38858.5,36314.5,48038.0,35134.5,37469.0,39002.5
176,88,2004-05-31,34682.0,34548.0,38858.5,36314.5,48038.0,35134.5,37469.0,39002.5
177,377,2004-05-31,34682.0,34548.0,38858.5,36314.5,48038.0,35134.5,37469.0,39002.5
178,378,2004-06-30,34682.0,34548.0,38858.5,36314.5,48038.0,35134.5,37469.0,39002.5
179,89,2004-06-30,34682.0,34548.0,38858.5,36314.5,48038.0,35134.5,37469.0,39002.5
180,379,2004-07-31,34682.0,34548.0,38858.5,36314.5,48038.0,35134.5,37469.0,39002.5
181,90,2004-07-31,34682.0,34548.0,38858.5,36314.5,48038.0,35134.5,37469.0,39002.5
182,380,2004-08-31,34682.0,34548.0,38858.5,36314.5,48038.0,35134.5,37469.0,39002.5
183,91,2004-08-31,34682.0,34548.0,38858.5,36314.5,48038.0,35134.5,37469.0,39002.5
184,92,2004-09-30,34682.0,34548.0,38858.5,36314.5,48038.0,35134.5,37469.0,39002.5
185,381,2004-09-30,34682.0,34548.0,38858.5,36314.5,48038.0,35134.5,37469.0,39002.5
186,382,2004-10-31,34682.0,34548.0,38858.5,36314.5,48038.0,35134.5,37469.0,39002.5
187,93,2004-10-31,34682.0,34548.0,38858.5,36314.5,48038.0,35134.5,37469.0,39002.5
188,94,2004-11-30,34682.0,34548.0,38858.5,36314.5,48038.0,35134.5,37469.0,39002.5
189,383,2004-11-30,34682.0,34548.0,38858.5,36314.5,48038.0,35134.5,37469.0,39002.5
190,95,2004-12-31,34682.0,34548.0,38858.5,36314.5,48038.0,35134.5,37469.0,39002.5
191,384,2004-12-31,34682.0,34548.0,38858.5,36314.5,48038.0,35134.5,37469.0,39002.5
192,385,2005-01-31,34682.0,34548.0,38858.5,36314.5,48038.0,35134.5,37469.0,39002.5
193,96,2005-01-31,37142.0,36260.0,40134.0,38224.0,51300.0,36441.0,39037.0,40181.0
194,97,2005-02-28,37142.0,36260.0,40134.0,38224.0,51300.0,36441.0,39037.0,40181.0
195,386,2005-02-28,37142.0,36260.0,40134.0,38224.0,51300.0,36441.0,39037.0,40181.0
